Identifier,LanguageId,ValueIdentifier,Sequence,Value,ValueUsage,AttributeValueField1,AttributeValueField3,Image1,Image2,Field1,Field2,Field3,Delete
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_41_ValueID,41,0&deg;C to +60&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_42_ValueID,42,-40&deg;C to +70&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_43_ValueID,43,-30&deg;C to +65&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_44_ValueID,44,-20&deg;C to +70&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_45_ValueID,45,-20&deg;C to +60&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_46_ValueID,46,-40&deg;C to +85&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_47_ValueID,47,0&deg;C to +65&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_48_ValueID,48,-40&deg;C to +80&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_49_ValueID,49,-40&deg;C to +60&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_50_ValueID,50,-40&deg;C to +65&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_51_ValueID,51,-40&deg;C to +75&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_52_ValueID,52,-30&deg;C to +80&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_53_ValueID,53,-30&deg;C to +60&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_54_ValueID,54,-30&deg;C to +75&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_55_ValueID,55,Low Temperature (-40&deg;C),1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_56_ValueID,56,Low Temperature (-50&deg;C),1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_57_ValueID,57,Low Temperature (-60&deg;C),1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_58_ValueID,58,0&deg;C to +70&deg;C,1,,,,,,,,
EMR Operating Temperature,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Operating_Temperature_59_ValueID,59,0C to 70C,1,,,,,,,,
EMR Orientation,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Orientation_0_ValueID,0,Horizontal Compressor,1,,,,,,,,
EMR Orientation,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Orientation_1_ValueID,1,Vertical Compressor,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_0_ValueID,0,4-20 mA,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_1_ValueID,1,4-20 mA HART,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_2_ValueID,2,8/16 mA,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_3_ValueID,3,Canbus,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_4_ValueID,4,DeviceNet tm,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_5_ValueID,5,Direct Load,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_6_ValueID,6,Discrete,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_7_ValueID,7,Ethernet/IP,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_8_ValueID,8,Field-effect Transistor (FET),1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_9_ValueID,9,FOUNDATION Fieldbus,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_10_ValueID,10,Frequency/Pulse,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_11_ValueID,11,HART,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_12_ValueID,12,Modbus RS 485,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_13_ValueID,13,Modbus RTU,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_14_ValueID,14,NAMUR,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_15_ValueID,15,Pneumatic,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_16_ValueID,16,PNP/PLC,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_17_ValueID,17,Printer RS 485,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_18_ValueID,18,PROFIBUS DP,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_19_ValueID,19,PROFIBUS PA,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_20_ValueID,20,Relay,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_21_ValueID,21,SPST voltage-free contacts,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_22_ValueID,22,Time Period Signal (TPS),1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_23_ValueID,23,Visual Indication Only,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_24_ValueID,24,Wireless HART,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_25_ValueID,25,SIIS Level 2,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_26_ValueID,26,SIIS Level 3,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_27_ValueID,27,IWIS,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_28_ValueID,28,0 ... 20 mA,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_29_ValueID,29,4 ... 20 mA,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_30_ValueID,30,0 ... 10 V,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_31_ValueID,31,10 V,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_32_ValueID,32,NPN,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_33_ValueID,33,PNP,1,,,,,,,,
EMR Output Signal,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Signal_34_ValueID,34,Reed,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_0_ValueID,0,Concentration,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_1_ValueID,1,Density,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_2_ValueID,2,Density (Saturated Steam),1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_3_ValueID,3,Density (Water),1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_4_ValueID,4,Drive Gain,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_5_ValueID,5,External Pressure Input,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_6_ValueID,6,External Temperature Input,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_7_ValueID,7,Flow,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_8_ValueID,8,Flow Rate (Velocity),1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_9_ValueID,9,Net Product Content / Flow,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_10_ValueID,10,Referred Viscosity,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_11_ValueID,11,"Specific Gravity, Molecular Weight",1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_12_ValueID,12,Temperature,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_13_ValueID,13,Temperature Compensated Mass Flow,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_14_ValueID,14,Time Period,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_15_ValueID,15,Water Cut,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_16_ValueID,16,Water Conductivity and Salinity,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_17_ValueID,17,Mass/Volume Flow,1,,,,,,,,
EMR Output Variables,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Output_Variables_18_ValueID,18,Net Mass/Volume Flows,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_0_ValueID,0,Accessory,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_1_ValueID,1,Bracket,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_2_ValueID,2,Cable,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_3_ValueID,3,Circuit Board,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_4_ValueID,4,Cover,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_5_ValueID,5,Display,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_6_ValueID,6,Flow Chambers/Adapters,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_7_ValueID,7,Fuse,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_8_ValueID,8,Gland,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_9_ValueID,9,Manual,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_10_ValueID,10,O-Ring,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_11_ValueID,11,Other,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_12_ValueID,12,Plug,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_13_ValueID,13,Software,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_14_ValueID,14,Service,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_15_ValueID,15,Straight Tube,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_16_ValueID,16,Terminal Connector,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_17_ValueID,17,Module,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_18_ValueID,18,Gasket,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_19_ValueID,19,Core Processor,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_20_ValueID,20,USB Fieldbus Interface,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_21_ValueID,21,475 Accessory,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_22_ValueID,22,Trex Accessory,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_23_ValueID,23,Filter,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_24_ValueID,24,Gauge,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_25_ValueID,25,Pilot,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_26_ValueID,26,Regulator Vent,1,,,,,,,,
EMR Part Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Part_Type_27_ValueID,27,Kit,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_0_ValueID,0,"16xGen-3, 7xGen-2",1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_1_ValueID,1,24xGen-3,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_2_ValueID,2,4xGen-3,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_3_ValueID,3,24 Lanes Gen-3,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_4_ValueID,4,16 Lanes Gen-3 + 7 Lanes Gen-2,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_5_ValueID,5,4 Lanes Gen-2,1,,,,,,,,
EMR PCIe,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_PCIe_6_ValueID,6,4 Lanes Gen-3,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_0_ValueID,0,Assembly,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_1_ValueID,1,Base Model,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_2_ValueID,2,Configurable Product,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_3_ValueID,3,Default,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_4_ValueID,4,Family,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_5_ValueID,5,PreConfigured,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_6_ValueID,6,Series,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_7_ValueID,7,Series SKU,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_8_ValueID,8,Service,1,,,,,,,,
EMR PDP Format,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes_EMR_PDP_Format_9_ValueID,9,Spare Parts,1,,,,,,,,
EMR Phases,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Phases_0_ValueID,0,1,1,,,,,,,,
EMR Phases,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Phases_1_ValueID,1,3,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_0_ValueID,0,Polyester polyurethane,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_1_ValueID,1,Polyurethane,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_2_ValueID,2,Polyether polyurethane,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_3_ValueID,3,Polyamide,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_4_ValueID,4,Steel,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_5_ValueID,5,Polytetrafluorethylene,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_6_ValueID,6,Polyester,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_7_ValueID,7,Polyethylene,1,,,,,,,,
EMR Pipe material,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_ material_8_ValueID,8,Polyvinyl chloride,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_0_ValueID,0,"1/8""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_1_ValueID,1,"1/4""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_2_ValueID,2,"3/8""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_3_ValueID,3,"1/2""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_4_ValueID,4,"3/4""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_5_ValueID,5,"1""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_6_ValueID,6,"1 1/4""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_7_ValueID,7,"1 1/2""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_8_ValueID,8,"2""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_9_ValueID,9,"2 1/2""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_10_ValueID,10,"3""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_11_ValueID,11,"4""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_12_ValueID,12,"6""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_13_ValueID,13,"7.9""",1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_14_ValueID,14,15 mm compression fittings,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_15_ValueID,15,DN 15,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_16_ValueID,16,DN 20,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_17_ValueID,17,DN 25,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_18_ValueID,18,DN 32,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_19_ValueID,19,DN 40,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_20_ValueID,20,DN 50,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_21_ValueID,21,ISO 5599/2 size 1,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_22_ValueID,22,M36,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_23_ValueID,23,M5,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_24_ValueID,24,Pad Mount,1,,,,,,,,
EMR Pipe Port Size,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Pipe_Port_Size_25_ValueID,25,"1/4 """,1,,,,,,,,
